,,,,,,,,,水質,,,,,,,,,,,,地質,,,,,底質汙染物,,,,,,,,藻礁生態系,,,,,,,,,,,,,,,
2020,2,11,W,KS,3,KS3滿,滿,13:02,18.5 ,33.4 ,8.04 ,9.73 ,103.8 ,125.00 ,0.02,0.19,0.1,0.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2,11,W,G1,,G1滿,滿,12:50,18.5 ,33.0 ,8.08 ,9.51 ,101.9 ,53.30 ,0.02,0.27,0.1,0.236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,2,11,W,G2,,G2滿,滿,13:13,19.1 ,33.0 ,8.10 ,9.31 ,101.0 ,31.30 ,0.02,0.25,0.09,0.198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,3,11,SP,BY,1,BY1-H,H,17:34,18.7 ,28.8 ,7.98 ,9.61 ,103.0 ,45.60 ,0.08,0.88,0.29,0.397,,,1.383333333,,,,,,,,,,,,,28,4,,,,,,,,,,,,,,
2020,3,11,SP,BY,1,BY1-M,M,17:26,18.4 ,29.4 ,8.04 ,10.38 ,110.7 ,58.00 ,0.06,0.86,0.30,0.631,,,1.133333333,,,,,,,,,,,,,47,5,,,,,,,,,,,,,,
2020,3,11,SP,BY,1,BY1-L,L,17:17,19.3 ,30.1 ,7.84 ,7.94 ,86.7 ,103.00 ,0.05,0.85,0.20,0.345,,,0.9166666667,,,,,,,,,,,,,43,1,,,,,,,,,,,,,,
2020,3,11,SP,BY,2,BY2-H,H,17:02,18.6 ,29.7 ,7.94 ,9.37 ,100.3 ,31.30 ,0.06,0.76,0.22,0.488,,,1.233333333,,,,,,,,,,,,,24,2,,,,,,,,,,,,,,
2020,3,11,SP,BY,2,BY2-M,M,16:25,19.6 ,28.9 ,7.96 ,9.75 ,106.6 ,153.00 ,0.07,0.82,0.34,1.020,,,1.116666667,,,,,,,,,,,,,36,4,,,,,,,,,,,,,,
2020,3,11,SP,BY,2,BY2-L,L,16:35,19.3 ,28.7 ,7.96 ,9.69 ,105.4 ,147.00 ,0.07,0.84,0.30,0.897,,,1.533333333,,,,,,,,,,,,,48,8,,,,,,,,,,,,,,
2020,3,11,SP,BY,3,BY3-H,H,16:06,19.9 ,29.2 ,7.97 ,9.02 ,99.1 ,126.00 ,0.07,0.78,0.30,0.835,,,1.366666667,,,,,,,,,,,,,22,2,,,,,,,,,,,,,,
2020,3,11,SP,BY,3,BY3-M,M,16:50,19.7 ,29.4 ,7.88 ,8.83 ,96.7 ,144.00 ,0.06,0.82,0.28,0.983,,,0.5166666667,,,,,,,,,,,,,36,6,,,,,,,,,,,,,,
2020,3,11,SP,BY,3,BY3-L,L,16:42,19.7 ,29.2 ,7.91 ,9.06 ,99.1 ,220.00 ,0.06,0.86,0.29,0.854,,,0.4333333333,,,,,,,,,,,,,62,4,,,,,,,,,,,,,,
2020,3,12,SP,G1,1,G1-1-H,H,6:46,19.4 ,32.9 ,7.88 ,8.47 ,92.3 ,23.10 ,0.03,0.28,0.15,0.237,,,#DIV/0!,,,,,,,,,,,,,40,12,,,,,,,,,,,,,,
2020,3,12,SP,G1,1,G1-1-M,M,6:58,19.4 ,33.3 ,7.86 ,8.48 ,92.2 ,21.30 ,0.03,0.3,0.13,0.285,,,#DIV/0!,,,,,,,,,,,,,65,3,,,,,,,,,,,,,,
2020,3,12,SP,G1,1,G1-1-L,L,7:04,19.4 ,33.1 ,7.92 ,8.82 ,96.2 ,63.10 ,0.03,0.3,0.09,0.367,,,0.5666666667,,,,,,,,,,,,,56,12,,,,,,,,,,,,,,
2020,3,,SP,G1,2,G1-2-H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,52,8,,,,,,,,,,,,,,
2020,3,,SP,G1,2,G1-2-M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,60,12,,,,,,,,,,,,,,
2020,3,,SP,G1,2,G1-2-L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,52,8,,,,,,,,,,,,,,
2020,3,12,SP,G1,3,G1-3-H,H,7:50,19.4 ,33.2 ,7.88 ,7.59 ,82.4 ,28.70 ,0.03,0.34,0.14,0.227,,,0.95,,,,,,,,,,,,,70,1,,,,,,,,,,,,,,
2020,3,12,SP,G1,3,G1-3-M,M,7:25,19.8 ,33.4 ,7.90 ,7.97 ,87.4 ,13.90 ,0.03,0.28,0.07,0.223,,,1.283333333,,,,,,,,,,,,,59,5,,,,,,,,,,,,,,
2020,3,12,SP,G1,3,G1-3-L,L,7:19,20.0 ,33.2 ,7.90 ,8.34 ,91.9 ,36.10 ,0.03,0.28,0.08,0.309,,,0.2333333333,,,,,,,,,,,,,56,12,,,,,,,,,,,,,,
2020,3,12,SP,G2,1,G2-1-H,H,7:04,18.8 ,32.9 ,8.06 ,8.74 ,94.0 ,23.60 ,0.03,0.37,0.1,0.338,,,1.383333333,,,,,,,,,,,,,42,2,,,,,,,,,,,,,,
2020,3,12,SP,G2,1,G2-1-M,M,7:00,18.8 ,32.9 ,8.06 ,8.83 ,95.1 ,12.90 ,0.03,0.37,0.14,0.295,,,3.966666667,,,,,,,,,,,,,40,16,,,,,,,,,,,,,,
2020,3,12,SP,G2,1,G2-1-L,L,6:55,19.1 ,33.1 ,8.07 ,8.88 ,95.9 ,33.50 ,0.03,0.36,0.1,0.285,,,1.283333333,,,,,,,,,,,,,52,2,,,,,,,,,,,,,,
2020,3,,SP,G2,2,G2-2-H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,16,8,,,,,,,,,,,,,,
2020,3,,SP,G2,2,G2-2-M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,10,12,,,,,,,,,,,,,,
2020,3,,SP,G2,2,G2-2-L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,60,4,,,,,,,,,,,,,,
2020,3,12,SP,G2,3,G2-3-H,H,6:41,18.4 ,32.4 ,7.98 ,5.86 ,62.2 ,12.10 ,0.01,0.25,0.09,0.213,,,1.833333333,,,,,,,,,,,,,6,5,,,,,,,,,,,,,,
2020,3,12,SP,G2,3,G2-3-M,M,6:36,18.5 ,32.9 ,7.95 ,7.50 ,80.1 ,6.80 ,0.02,0.43,0.09,0.247,,,1.083333333,,,,,,,,,,,,,12,3,,,,,,,,,,,,,,
2020,3,12,SP,G2,3,G2-3-L,L,6:29,19.8 ,33.3 ,8.06 ,8.53 ,93.4 ,53.10 ,0.02,0.31,0.05,0.444,,,1.066666667,,,,,,,,,,,,,44,4,,,,,,,,,,,,,,
2020,3,11,SP,KS,1,KS1-H,H,15:44,20.3 ,32.7 ,8.20 ,10.84 ,119.9 ,21.00 ,0.03,0.27,0.05,0.250,,,2.6,,,,,,,,,,,,,23.3,8.3,,,,,,,,,,,,,,
2020,3,11,SP,KS,1,KS1-M,M,15:57,20.4 ,31.8 ,8.13 ,9.61 ,106.7 ,61.90 ,0.03,0.24,0.07,0.440,,,1.7,,,,,,,,,,,,,38,9.3,,,,,,,,,,,,,,
2020,3,11,SP,KS,1,KS1-L,L,16:09,20.3 ,32.7 ,8.13 ,9.98 ,110.5 ,57.20 ,0.04,0.27,0.06,0.459,,,0.75,,,,,,,,,,,,,62.7,8.7,,,,,,,,,,,,,,
2020,3,11,SP,KS,2,KS2-H,H,16:50,18.3 ,27.6 ,8.48 ,12.05 ,128.1 ,2.80 ,0.07,0.90,0.37,0.231,,,1.4,,,,,,,,,,,,,14,18.7,,,,,,,,,,,,,,
2020,3,11,SP,KS,2,KS2-M,M,16:45,18.6 ,27.8 ,8.27 ,10.50 ,112.0 ,12.00 ,0.06,0.95,0.35,0.269,,,1.516666667,,,,,,,,,,,,,44,12,,,,,,,,,,,,,,
2020,3,11,SP,KS,2,KS2-L,L,16:38,20.0 ,32.7 ,8.08 ,8.99 ,98.9 ,21.90 ,0.1,0.84,0.60,0.440,,,0.9,,,,,,,,,,,,,69.7,10.3,,,,,,,,,,,,,,
2020,3,11,SP,KS,3,KS3-H,H,17:19,19.5 ,33.2 ,8.14 ,9.77 ,106.7 ,20.40 ,0.02,0.24,0.10,0.307,,,1.266666667,,,,,,,,,,,,,18.7,32.7,,,,,,,,,,,,,,
2020,3,11,SP,KS,3,KS3-M,M,17:14,19.3 ,33.5 ,8.14 ,10.13 ,109.9 ,24.80 ,0.02,0.21,0.05,0.264,,,0.7,,,,,,,,,,,,,37.3,22.7,,,,,,,,,,,,,,
2020,3,11,SP,KS,3,KS3-L,L,17:09,19.6 ,33.4 ,8.11 ,9.52 ,103.8 ,24.70 ,0.02,0.23,0.05,0.302,,,3.316666667,,,,,,,,,,,,,41.3,32,,,,,,,,,,,,,,
2020,3,12,SP,KS,1,KS1滿,滿,12:27,20.5 ,33.5 ,8.13 ,9.24 ,102.7 ,6.12 ,0.03,0.2,0.09,0.497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,3,12,SP,KS,2,KS2滿,滿,12:42,20.5 ,30.6 ,8.09 ,9.36 ,104.0 ,112.00 ,0.04,0.34,0.2,0.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,3,12,SP,KS,3,KS3滿,滿,12:52,20.9 ,33.6 ,8.12 ,9.22 ,103.2 ,33.10 ,0.02,0.16,0.07,0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,3,12,SP,G1,,G1滿,滿,12:40,20.4 ,33.3 ,7.95 ,9.10 ,101.8 ,91.00 ,0.03,0.26,0.08,0.502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,3,12,SP,G2,,G2滿,滿,12:55,20.5 ,33.5 ,7.92 ,9.09 ,101.3 ,56.60 ,0.03,0.25,0.09,0.396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,8,SP,BY,1,BY1-H,H,17:36,18.6 ,31.4 ,8.20 ,9.75 ,104.4 ,30.20 ,0.06,0.81,0.21,0.149,,,0.7,,,,,,,,,,,,,12,4,,,,,,,,,,,,,,
2020,4,8,SP,BY,1,BY1-M,M,17:25,18.5 ,32.7 ,8.22 ,9.73 ,104.2 ,13.40 ,0.07,0.84,0.25,0.105,,,31.56666667,,,,,,,,,,,,,35,10,,,,,,,,,,,,,,
2020,4,8,SP,BY,1,BY1-L,L,17:15,19.3 ,32.5 ,8.00 ,7.59 ,82.6 ,25.50 ,0.03,0.34,0.23,0.113,,,0.8833333333,,,,,,,,,,,,,44,22,,,,,,,,,,,,,,
2020,4,9,SP,BY,2,BY2-H,H,15:50,23.0 ,33.0 ,8.35 ,9.73 ,113.4 ,24.40 ,0.04,0.57,0.08,0.144,,,1.016666667,,,,,,,,,,,,,28,20,,,,,,,,,,,,,,
2020,4,9,SP,BY,2,BY2-M,M,16:00,22.7 ,32.5 ,8.40 ,9.14 ,106.1 ,19.70 ,0.04,0.58,0.08,0.109,,,1.683333333,,,,,,,,,,,,,57,16,,,,,,,,,,,,,,
2020,4,9,SP,BY,2,BY2-L,L,16:15,22.3 ,31.9 ,8.35 ,9.65 ,110.2 ,41.20 ,0.05,0.56,0.12,0.102,,,1,,,,,,,,,,,,,55,8,,,,,,,,,,,,,,
2020,4,9,SP,BY,3,BY3-H,H,16:27,21.7 ,33.1 ,8.29 ,9.55 ,108.4 ,27.50 ,0.05,0.58,0.07,0.115,,,2.116666667,,,,,,,,,,,,,16,24,,,,,,,,,,,,,,
2020,4,9,SP,BY,3,BY3-M,M,16:38,22.0 ,32.7 ,8.26 ,9.05 ,103.3 ,51.10 ,0.04,0.56,0.06,0.031,,,1.533333333,,,,,,,,,,,,,86,2,,,,,,,,,,,,,,
2020,4,9,SP,BY,3,BY3-L,L,16:51,22.4 ,32.8 ,8.30 ,9.06 ,103.3 ,46.00 ,0.04,0.57,0.08,0.118,,,0.3,,,,,,,,,,,,,77,12,,,,,,,,,,,,,,
2020,4,8,SP,G1,1,G1-1-H,H,16:40,19.6 ,32.7 ,8.06 ,9.09 ,99.6 ,104.00 ,0.05,0.66,0.2,0.066,,,#DIV/0!,,,,,,,,,,,,,2,1,,,,,,,,,,,,,,
2020,4,8,SP,G1,1,G1-1-M,M,16:20,19.4 ,32.3 ,8.04 ,9.53 ,103.6 ,98.00 ,0.06,0.77,0.25,0.112,,,36.6,,,,,,,,,,,,,15,24,,,,,,,,,,,,,,
2020,4,8,SP,G1,1,G1-1-L,L,16:10,19.7 ,32.4 ,8.03 ,9.44 ,103.7 ,103.00 ,0.05,0.75,0.2,0.078,,,2.033333333,,,,,,,,,,,,,66,2,,,,,,,,,,,,,,
2020,4,,SP,G1,2,G1-2-H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,44,4,,,,,,,,,,,,,,
2020,4,,SP,G1,2,G1-2-M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,4,44,,,,,,,,,,,,,,
2020,4,,SP,G1,2,G1-2-L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,48,8,,,,,,,,,,,,,,
2020,4,8,SP,G1,3,G1-3-H,H,15:22,19.8 ,33.0 ,8.06 ,9.97 ,109.6 ,38.50 ,0.05,0.5,0.1,0.082,,,0.5,,,,,,,,,,,,,32,5,,,,,,,,,,,,,,
2020,4,8,SP,G1,3,G1-3-M,M,15:37,20.2 ,33.1 ,8.04 ,9.78 ,107.7 ,87.00 ,0.05,0.49,0.1,0.089,,,0.9666666667,,,,,,,,,,,,,32,12,,,,,,,,,,,,,,
2020,4,8,SP,G1,3,G1-3-L,L,15:50,20.1 ,32.7 ,8.04 ,9.18 ,100.9 ,138.00 ,0.05,0.66,0.22,0.144,,,0.4166666667,,,,,,,,,,,,,52,2,,,,,,,,,,,,,,
2020,4,8,SP,G2,1,G2-1-H,H,15:40,19.6 ,33.2 ,7.98 ,10.39 ,113.4 ,40.40 ,0.05,0.48,0.08,0.057,,,1.233333333,,,,,,,,,,,,,2,8,,,,,,,,,,,,,,
2020,4,8,SP,G2,1,G2-1-M,M,15:33,19.5 ,33.4 ,7.99 ,10.14 ,110.4 ,32.50 ,0.05,0.49,0.08,0.098,,,1.133333333,,,,,,,,,,,,,8,12,,,,,,,,,,,,,,
2020,4,8,SP,G2,1,G2-1-L,L,15:30,19.9 ,33.3 ,7.96 ,10.26 ,112.6 ,35.90 ,0.05,0.48,0.09,0.071,,,0.8333333333,,,,,,,,,,,,,64,4,,,,,,,,,,,,,,
2020,4,,SP,G2,2,G2-2-H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,4,16,,,,,,,,,,,,,,
2020,4,,SP,G2,2,G2-2-M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,6,24,,,,,,,,,,,,,,
2020,4,,SP,G2,2,G2-2-L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,52,8,,,,,,,,,,,,,,
2020,4,8,SP,G2,3,G2-3-H,H,16:06,18.8 ,33.4 ,8.49 ,12.37 ,132.1 ,27.50 ,0.04,0.47,0.07,0.071,,,1.216666667,,,,,,,,,,,,,3,1,,,,,,,,,,,,,,
2020,4,8,SP,G2,3,G2-3-M,M,16:00,19.0 ,33.3 ,8.41 ,12.07 ,128.2 ,9.00 ,0.03,0.5,0.05,0.131,,,1,,,,,,,,,,,,,8,32,,,,,,,,,,,,,,
2020,4,8,SP,G2,3,G2-3-L,L,15:54,20.1 ,33.5 ,8.01 ,9.20 ,101.3 ,121.00 ,0.03,0.47,0.07,0.12,,,0.4833333333,,,,,,,,,,,,,36,12,,,,,,,,,,,,,,
2020,4,9,SP,KS,1,KS1-H,H,16:23,23.2 ,33.3 ,8.69 ,13.47 ,157.3 ,70.00 ,0.03,0.37,0.03,0.085,,,0.8,,,,,,,,,,,,,0.3,17,,,,,,,,,,,,,,
2020,4,9,SP,KS,1,KS1-M,M,16:18,22.5 ,33.5 ,8.36 ,10.94 ,126.4 ,15.30 ,0.04,0.40,0.05,0.052,,,1.166666667,,,,,,,,,,,,,9.3,10.3,,,,,,,,,,,,,,
2020,4,9,SP,KS,1,KS1-L,L,19:09,22.1 ,33.4 ,8.22 ,10.69 ,122.5 ,42.90 ,0.04,0.40,0.02,0.145,,,0.9166666667,,,,,,,,,,,,,66,6.3,,,,,,,,,,,,,,
2020,4,8,SP,KS,2,KS2-H,H,16:46,18.9 ,32.7 ,8.58 ,11.40 ,122.6 ,15.70 ,0.04,0.44,0.07,0.101,,,1.4,,,,,,,,,,,,,13.7,5.3,,,,,,,,,,,,,,
2020,4,8,SP,KS,2,KS2-M,M,16:41,18.9 ,32.5 ,8.60 ,11.94 ,127.8 ,4.70 ,0.04,0.58,0.06,0.128,,,1.05,,,,,,,,,,,,,41,1.3,,,,,,,,,,,,,,
2020,4,8,SP,KS,2,KS2-L,L,16:35,19.9 ,30.3 ,8.13 ,6.86 ,76.1 ,25.20 ,0.09,1.16,0.33,0.106,,,0.6,,,,,,,,,,,,,54.7,10,,,,,,,,,,,,,,
2020,4,8,SP,KS,3,KS3-H,H,17:14,18.7 ,33.6 ,8.39 ,10.92 ,116.5 ,13.50 ,0.02,0.33,0.04,0.119,,,1.666666667,,,,,,,,,,,,,12,5.3,,,,,,,,,,,,,,
2020,4,8,SP,KS,3,KS3-M,M,17:16,19.4 ,33.6 ,8.26 ,11.39 ,123.5 ,18.60 ,0.04,0.36,0.04,0.149,,,1.45,,,,,,,,,,,,,36,14,,,,,,,,,,,,,,
2020,4,8,SP,KS,3,KS3-L,L,16:50,19.3 ,33.4 ,8.24 ,9.72 ,105.6 ,108.00 ,0.03,0.39,0.07,0.139,,,1.7,,,,,,,,,,,,,44,20,,,,,,,,,,,,,,
2020,4,9,SP,KS,1,KS1滿,滿,12:25,21.3 ,33.7 ,8.03 ,9.41 ,106.2 ,50.10 ,0.07,0.35,0.04,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,9,SP,KS,2,KS2滿,滿,12:40,21.0 ,24.8 ,8.03 ,8.96 ,100.5 ,69.60 ,0.08,0.57,1.11,0.762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,9,SP,KS,3,KS3滿,滿,12:48,21.5 ,33.6 ,8.05 ,8.97 ,101.8 ,56.30 ,0.08,0.34,0.12,0.073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,9,SP,G1,,G1滿,滿,12:57,21.7 ,33.0 ,8.09 ,9.03 ,102.2 ,75.10 ,0.07,0.43,0.08,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4,9,SP,G2,,G2滿,滿,13:10,21.9 ,33.3 ,8.10 ,8.89 ,102.3 ,69.20 ,0.06,0.47,0.07,0.058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,5,5,SP,BY,1,BY1-H,H,14:13,30.6 ,34.2 ,8.35 ,8.91 ,118.7 ,10.60 ,0.01,0.011,0.06,0.065,,4.364 ,2.4,6.000,1.333,17.667,3.000,,,,,,,,,52,3,10.67,24.00,0.00,100,0,0,100,0,0,0,0,800,0,
2020,5,5,SP,BY,1,BY1-M,M,14:05,30.2 ,34.6 ,8.31 ,8.18 ,108.7 ,2.10 ,0.01,0.011,0.05,0.070,,4.486 ,11.5,5.000,2.667,17.333,8.000,,,,,,,,,52,8,4.00,0.00,0.00,5000,300,0,0,0,0,0,0,0,0,
2020,5,5,SP,BY,1,BY1-L,L,13:58,29.6 ,33.8 ,8.34 ,8.98 ,118.1 ,14.80 ,0.01,0.011,0.04,0.073,,0.880 ,0.85,1.333,0.667,23.000,3.000,0.049,0.21,26.0,31.7,32.1,17.5,132,14.00,56,12,20.00,8.00,0.00,8900,800,0,1500,0,0,0,0,3900,0,52
2020,5,5,SP,BY,2,BY2-H,H,14:25,30.4 ,31.8 ,8.38 ,10.74 ,142.8 ,22.10 ,0.01,0.02,0.05,0.087,,2.057 ,0.4333333333,0.333,0.833,23.833,2.500,,,,,,,,,53,4,161.33,0.00,0.00,5500,400,0,0,200,0,0,0,3500,0,
2020,5,5,SP,BY,2,BY2-M,M,14:35,30.1 ,32.2 ,8.42 ,8.71 ,116.3 ,2.80 ,0.01,0.04,0.06,0.081,,1.518 ,1.016666667,1.167,2.500,21.333,3.500,,,,,,,,,38,16,61.33,4.00,0.00,600,300,0,0,0,0,0,0,1200,0,
2020,5,5,SP,BY,2,BY2-L,L,14:43,29.9 ,32.7 ,8.43 ,9.47 ,125.4 ,9.10 ,0.02,0.02,0.05,0.090,,2.359 ,0.7333333333,5.500,3.500,16.000,11.667,0.049,0.21,28.7,34.3,33.0,18.2,138,14.70,30,32,86.67,1.33,1.33,6100,0,0,500,100,0,0,0,3400,0,58
2020,5,5,SP,BY,3,BY3-H,H,15:05,30.2 ,32.3 ,8.47 ,9.32 ,123.4 ,5.00 ,0.01,0.06,0.04,0.069,,3.047 ,1.216666667,2.167,3.833,19.000,0.833,,,,,,,,,12,5,78.67,0.00,0.00,1400,0,0,300,0,0,0,0,500,0,
2020,5,5,SP,BY,3,BY3-M,M,14:56,29.6 ,32.4 ,8.34 ,8.44 ,110.2 ,3.90 ,0.02,0.04,0.06,0.087,,2.174 ,0.6333333333,0.667,1.033,23.300,1.667,,,,,,,,,30,28,17.33,29.33,0.00,3000,200,0,500,500,0,0,200,2400,0,
2020,5,5,SP,BY,3,BY3-L,L,14:50,29.5 ,32.7 ,8.36 ,10.04 ,131.1 ,2.60 ,0.01,0.05,0.07,0.069,,1.892 ,0.4,0.333,1.833,22.833,0.833,0.049,0.21,26.2,24.7,28.2,14.9,115,11.50,48,6,18.67,9.33,0.00,3900,2300,0,2000,0,0,0,800,1100,0,17
2020,5,6,SP,G1,1,G1-1-H,H,16:45,26.2 ,34.5 ,8.31 ,8.82 ,108.7 ,4.20 ,0.01,0.011,0.03,0.077,,1.410 ,#DIV/0!,4.000,0.000,21.000,14.333,,,,,,,,,0,0,4.00,10.67,0.00,1800,200,100,0,0,0,0,200,200,0,
2020,5,6,SP,G1,1,G1-1-M,M,16:19,26.5 ,34.8 ,8.24 ,8.38 ,104.1 ,5.20 ,0.01,0.011,0.07,0.088,,1.282 ,35.41666667,5.667,0.000,19.333,13.500,,,,,,,,,22,5,1.33,44.00,0.00,1200,400,0,200,0,100,0,300,0,0,
2020,5,6,SP,G1,1,G1-1-L,L,16:00,27.0 ,34.8 ,8.35 ,9.52 ,120.1 ,5.30 ,0.01,0.011,0.04,0.075,,2.391 ,2.466666667,4.333,0.000,20.667,5.333,0.049,0.21,17.6,15.8,18.9,10.5,82.1,7.53,28,18,1.33,42.67,0.00,6600,300,0,0,0,100,0,0,200,0,1
2020,5,,SP,G1,2,G1-2-H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,18.67,25.33,0.00,500,300,0,800,0,0,0,400,600,0,
2020,5,,SP,G1,2,G1-2-M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,28,2,9.33,28.00,0.00,3600,300,0,300,0,0,0,0,500,0,
2020,5,,SP,G1,2,G1-2-L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,40,12,5.33,1.33,0.00,7200,1800,0,1500,600,0,0,0,4800,0,8
2020,5,6,SP,G1,3,G1-3-H,H,14:15,27.6 ,34.8 ,8.24 ,8.81 ,112.3 ,11.10 ,0.01,0.011,0.02,0.099,,1.128 ,0.5666666667,1.333,0.000,23.667,10.000,,,,,,,,,0,0,16.00,1.33,0.00,3900,700,0,1200,200,0,0,300,800,0,
2020,5,6,SP,G1,3,G1-3-M,M,14:45,27.7 ,34.8 ,8.24 ,8.85 ,112.2 ,32.70 ,0.01,0.011,0.03,0.099,,1.041 ,1.066666667,2.500,0.000,22.500,4.833,,,,,,,,,14,0,4.00,0.00,0.00,4200,700,100,400,200,0,0,0,3400,0,
2020,5,6,SP,G1,3,G1-3-L,L,15:05,27.5 ,34.9 ,8.27 ,9.40 ,119.0 ,6.90 ,0.01,0.011,0.02,0.126,,2.838 ,0.1833333333,0.667,0.000,24.333,4.333,0.05,0.21,31.9,47.7,23.8,15.3,165.0,18.10,24,0,2.67,28.00,0.00,9500,5100,0,2000,300,0,0,300,1900,0,0
2020,5,6,SP,G2,1,G2-1-H,H,14:52,27.6 ,34.1 ,8.41 ,9.25 ,117.3 ,7.10 ,0.01,0.011,0.06,0.075,,1.530 ,1.85,4.333,0.000,20.667,9.333,,,,,,,,,0,32,0.00,0.00,0.00,2100,1700,100,1700,0,0,0,700,1600,0,
2020,5,6,SP,G2,1,G2-1-M,M,14:43,27.0 ,34.7 ,8.47 ,10.34 ,129.7 ,16.50 ,0.01,0.011,0.02,0.101,,1.017 ,1.883333333,2.000,1.333,21.667,13.000,,,,,,,,,5,8,0.00,1.33,0.00,3200,200,0,4700,0,0,0,0,800,0,
2020,5,6,SP,G2,1,G2-1-L,L,14:35,27.6 ,34.7 ,8.40 ,9.21 ,116.8 ,5.30 ,0.01,0.011,0.02,0.075,,0.756 ,1.483333333,4.000,0.000,21.000,10.667,0.049,0.21,19.6,46.2,22.4,13.4,108.0,18.60,52,2,0.00,0.00,0.00,10600,2300,100,4300,1000,0,0,0,9100,0,0
2020,5,,SP,G2,2,G2-2-H,H,,,,,,,,,,,,,,,,,,,,,,,,,,,1,16,0.00,0.00,0.00,8400,100,100,2400,800,0,0,0,17300,0,
2020,5,,SP,G2,2,G2-2-M,M,,,,,,,,,,,,,,,,,,,,,,,,,,,20,12,0.00,2.67,0.00,10000,3500,100,1400,300,0,0,0,6000,0,
2020,5,,SP,G2,2,G2-2-L,L,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3,0.00,0.00,0.00,9500,5500,0,5600,0,0,0,0,5400,0,6
2020,5,6,SP,G2,3,G2-3-H,H,15:45,26.5 ,34.9 ,8.68 ,11.00 ,137.0 ,14.80 ,0.01,0.011,0.04,0.082,,1.329 ,1.716666667,5.000,0.000,20.000,0.000,,,,,,,,,1,16,50.67,0.00,0.00,5000,1900,0,700,0,0,0,0,8500,0,
2020,5,6,SP,G2,3,G2-3-M,M,15:32,26.2 ,34.5 ,8.65 ,11.04 ,136.6 ,3.20 ,0.01,0.011,0.05,0.067,,0.345 ,2,3.333,0.000,21.667,11.333,,,,,,,,,32,4,0.00,0.00,0.00,6300,0,100,3600,200,0,0,0,15500,0,
2020,5,6,SP,G2,3,G2-3-L,L,15:14,27.6 ,34.6 ,8.41 ,7.83 ,99.2 ,7.10 ,0.01,0.011,0.02,0.098,,5.317 ,1.4,3.000,0.000,22.000,2.333,0.054,0.21,14.5,45.2,16.5,15.4,90.3,26.90,35,5,2.67,0.00,0.00,5800,4400,100,2300,400,0,0,0,3200,0,0
2020,5,5,SP,KS,1,KS1-H,H,13:24,30.7 ,34.5 ,8.35 ,10.43 ,139.7 ,6.90 ,0.02,0.011,0.08,0.068,,1.263 ,1,5.000,0.000,20.000,8.000,,,,,,,,,0,26.3,5.33,0.00,0.00,4400,2600,0,2500,2000,0,0,0,14700,0,
2020,5,5,SP,KS,1,KS1-M,M,13:33,28.4 ,34.0 ,8.31 ,9.73 ,125.7 ,8.60 ,0.02,0.011,0.06,0.074,,0.936 ,3.25,12.333,0.000,12.667,8.667,,,,,,,,,22.3,5.7,0.00,0.00,0.00,4500,800,0,1300,1000,200,0,200,4200,0,
2020,5,5,SP,KS,1,KS1-L,L,13:36,28.4 ,34.0 ,8.29 ,9.49 ,122.2 ,5.30 ,0.02,0.011,0.06,0.087,,1.758 ,2.133333333,2.667,0.000,22.333,6.333,0.049,0.21,26.0,19.9,25.0,13.4,109.0,10.60,37.3,12,6.67,45.33,0.00,4300,1600,100,800,900,0,0,100,4800,0,36
2020,5,5,SP,KS,2,KS2-H,H,14:16,30.3 ,35.1 ,8.56 ,8.84 ,117.6 ,0.50 ,0.01,0.011,0.05,0.054,,0.801 ,2.383333333,11.000,2.333,11.667,5.667,,,,,,,,,26.3,5,202.67,1.33,0.00,1600,0,0,4300,200,0,0,100,1800,0,
